Branch,Card_Number,Prize
Nablus,NB634,خصم الأصحاب
Nablus,NB635,دورة مهارات الحاسوب
Nablus,NB636,سحب على الجائزة الكبرى
Nablus,NB637,هدية فورية
Nablus,NB638,جلسة تصوير
Nablus,NB639,خصم 5%
Nablus,NB640,جلسة تصوير
Nablus,NB641,2 بسعر 1 للدورات القصيرة
Nablus,NB642,جلسة تصوير
Nablus,NB643,خدمة تجميل
Nablus,NB644,خصم المسجلين المبكرين 10%
Nablus,NB646,دورة مهارات الحاسوب
Nablus,NB647,دورة لغة انجليزية
Nablus,NB649,خصم 8%
Nablus,NB650,خصم المسجلين المبكرين 10%
Nablus,NB651,خصم 8%
Nablus,NB652,خصم 5%
Nablus,NB653,خصم الأصحاب
Nablus,NB654,خصم الأصحاب
Nablus,NB655,سحب على الجائزة الكبرى
Nablus,NB656,سحب على الجائزة الكبرى
Nablus,NB657,2 بسعر 1 للدورات القصيرة
Nablus,NB658,جلسة تصوير
Nablus,NB659,لقاء مجاني لبرنامج من اختيارك
Nablus,NB660,جلسة تصوير
Nablus,NB661,خصم المسجلين المبكرين 10%
Nablus,NB663,خصم الأصحاب
Nablus,NB664,لقاء مجاني لبرنامج من اختيارك
Nablus,NB665,2 بسعر 1 للدورات القصيرة
Nablus,NB666,خدمة تجميل
Nablus,NB667,دورة لغة انجليزية
Nablus,NB668,خصم الأصحاب
Nablus,NB669,خصم المسجلين المبكرين 10%
Nablus,NB670,2 بسعر 1 للدورات القصيرة
Nablus,NB671,خصم 5%
Nablus,NB672,2 بسعر 1 للدورات القصيرة
Nablus,NB673,خصم المسجلين المبكرين 10%
Nablus,NB674,خصم المسجلين المبكرين 10%
Nablus,NB675,دورة لغة انجليزية
Nablus,NB677,2 بسعر 1 للدورات القصيرة
Nablus,NB678,خصم 5%
Nablus,NB679,خصم 5%
Nablus,NB680,خصم الأصحاب
Nablus,NB682,خدمة تجميل
Nablus,NB683,لقاء مجاني لبرنامج من اختيارك
Nablus,NB684,سحب على الجائزة الكبرى
Nablus,NB685,دورة لغة انجليزية
Nablus,NB686,2 بسعر 1 للدورات القصيرة
Nablus,NB687,هدية فورية
Nablus,NB688,خصم المسجلين المبكرين 10%
Nablus,NB689,سحب على الجائزة الكبرى
Nablus,NB690,2 بسعر 1 للدورات القصيرة
Nablus,NB691,خصم المسجلين المبكرين 10%
Nablus,NB692,هدية فورية
Nablus,NB693,لقاء مجاني لبرنامج من اختيارك
Nablus,NB694,خصم المسجلين المبكرين 10%
Nablus,NB695,خصم 8%
Nablus,NB697,خدمة تجميل
Nablus,NB698,خصم 8%
Nablus,NB699,خصم 8%
Nablus,NB700,سحب على الجائزة الكبرى
Nablus,NB701,خصم 8%
Nablus,NB702,2 بسعر 1 للدورات القصيرة
Nablus,NB703,2 بسعر 1 للدورات القصيرة
Nablus,NB704,دورة لغة انجليزية
Nablus,NB705,خصم المسجلين المبكرين 10%
Nablus,NB706,2 بسعر 1 للدورات القصيرة
Nablus,NB707,خصم 8%
Nablus,NB708,خصم المسجلين المبكرين 10%
Nablus,NB709,دورة مهارات الحاسوب
Nablus,NB710,لقاء مجاني لبرنامج من اختيارك
Nablus,NB711,خدمة تجميل
Nablus,NB712,خدمة تجميل
Nablus,NB713,دورة مهارات الحاسوب
Nablus,NB714,خصم 8%
Nablus,NB715,جلسة تصوير
Nablus,NB716,خصم 5%
Nablus,NB718,هدية فورية
Nablus,NB719,2 بسعر 1 للدورات القصيرة
Nablus,NB721,جلسة تصوير
Nablus,NB722,خصم المسجلين المبكرين 10%
Nablus,NB723,جلسة تصوير
Nablus,NB724,هدية فورية
Nablus,NB725,جلسة تصوير
Nablus,NB726,لقاء مجاني لبرنامج من اختيارك
Nablus,NB728,دورة مهارات الحاسوب
Nablus,NB729,خصم 5%
Nablus,NB730,2 بسعر 1 للدورات القصيرة
Nablus,NB731,خصم 8%
Nablus,NB732,خدمة تجميل
Nablus,NB733,هدية فورية
Nablus,NB734,خصم الأصحاب
Nablus,NB735,لقاء مجاني لبرنامج من اختيارك
Nablus,NB736,خصم الأصحاب
Nablus,NB737,دورة مهارات الحاسوب
Nablus,NB738,خصم الأصحاب
Nablus,NB739,خصم 8%
Nablus,NB740,خصم الأصحاب
Nablus,NB741,خصم 8%
Nablus,NB742,2 بسعر 1 للدورات القصيرة
Nablus,NB743,خصم الأصحاب
Nablus,NB744,خصم المسجلين المبكرين 10%
Nablus,NB745,خصم المسجلين المبكرين 10%
Nablus,NB746,خصم 8%
Nablus,NB747,دورة مهارات الحاسوب
Nablus,NB748,خصم المسجلين المبكرين 10%
Nablus,NB749,دورة مهارات الحاسوب
Nablus,NB750,خصم الأصحاب
Nablus,NB751,جلسة تصوير
Nablus,NB752,دورة لغة انجليزية
Nablus,NB753,سحب على الجائزة الكبرى
Nablus,NB754,خصم 8%
Nablus,NB755,خصم الأصحاب
Nablus,NB756,هدية فورية
Nablus,NB757,خصم المسجلين المبكرين 10%
Nablus,NB758,سحب على الجائزة الكبرى
Nablus,NB760,خصم 8%
Nablus,NB761,2 بسعر 1 للدورات القصيرة
Nablus,NB762,خصم 5%
Nablus,NB763,2 بسعر 1 للدورات القصيرة
Nablus,NB764,خدمة تجميل
Nablus,NB765,خصم 8%
Nablus,NB767,دورة مهارات الحاسوب
Nablus,NB768,2 بسعر 1 للدورات القصيرة
Nablus,NB769,خصم 8%
Nablus,NB770,2 بسعر 1 للدورات القصيرة
Nablus,NB771,خدمة تجميل
Nablus,NB772,2 بسعر 1 للدورات القصيرة
Nablus,NB774,خصم 8%
Nablus,NB775,2 بسعر 1 للدورات القصيرة
Nablus,NB776,خصم الأصحاب
Nablus,NB777,خصم 8%
Nablus,NB778,لقاء مجاني لبرنامج من اختيارك
Nablus,NB779,خصم المسجلين المبكرين 10%
Nablus,NB781,خصم 5%
Nablus,NB782,هدية فورية
Nablus,NB783,خصم الأصحاب
Nablus,NB784,خصم الأصحاب
Nablus,NB785,خصم 8%
Nablus,NB786,جلسة تصوير
Nablus,NB787,2 بسعر 1 للدورات القصيرة
Nablus,NB788,2 بسعر 1 للدورات القصيرة
Nablus,NB789,خصم المسجلين المبكرين 10%
Nablus,NB790,2 بسعر 1 للدورات القصيرة
Nablus,NB791,خصم الأصحاب
Nablus,NB792,خصم الأصحاب
Nablus,NB793,لقاء مجاني لبرنامج من اختيارك
Nablus,NB794,خصم 5%
Nablus,NB795,خصم 5%
Nablus,NB796,خصم المسجلين المبكرين 10%
Nablus,NB797,خدمة تجميل
Nablus,NB798,خصم 5%
Nablus,NB799,دورة مهارات الحاسوب
Nablus,NB800,خصم 5%
Nablus,NB801,خصم 8%
Nablus,NB802,جلسة تصوير
Nablus,NB803,خصم 8%
Nablus,NB805,خصم المسجلين المبكرين 10%
Nablus,NB806,دورة لغة انجليزية
Nablus,NB807,2 بسعر 1 للدورات القصيرة
Nablus,NB808,دورة لغة انجليزية
Nablus,NB809,سحب على الجائزة الكبرى
Nablus,NB810,لقاء مجاني لبرنامج من اختيارك
Nablus,NB811,دورة مهارات الحاسوب
Nablus,NB812,دورة لغة انجليزية
Nablus,NB813,خصم المسجلين المبكرين 10%
Nablus,NB814,خصم 8%
Nablus,NB816,خصم 5%
Nablus,NB817,خدمة تجميل
Nablus,NB818,2 بسعر 1 للدورات القصيرة
Nablus,NB819,خدمة تجميل
Nablus,NB820,خدمة تجميل
Nablus,NB822,خدمة تجميل
Nablus,NB823,دورة مهارات الحاسوب
Nablus,NB824,خصم 8%
Nablus,NB825,خدمة تجميل
Nablus,NB826,دورة لغة انجليزية
Nablus,NB827,جلسة تصوير
Nablus,NB828,2 بسعر 1 للدورات القصيرة
Nablus,NB829,خصم 8%
Nablus,NB830,خصم المسجلين المبكرين 10%
Nablus,NB831,سحب على الجائزة الكبرى
Nablus,NB832,خصم المسجلين المبكرين 10%
Nablus,NB833,خصم المسجلين المبكرين 10%
Nablus,NB834,سحب على الجائزة الكبرى
Nablus,NB836,جلسة تصوير
Nablus,NB837,خصم 5%
Nablus,NB838,سحب على الجائزة الكبرى
Nablus,NB839,خصم الأصحاب
Nablus,NB840,خصم الأصحاب
Nablus,NB841,خصم 5%
Nablus,NB842,خصم 8%
Nablus,NB844,لقاء مجاني لبرنامج من اختيارك
Nablus,NB845,2 بسعر 1 للدورات القصيرة
Nablus,NB846,2 بسعر 1 للدورات القصيرة
Nablus,NB847,جلسة تصوير
Nablus,NB848,لقاء مجاني لبرنامج من اختيارك
Nablus,NB850,سحب على الجائزة الكبرى
Nablus,NB851,خدمة تجميل
Nablus,NB852,خصم الأصحاب
Nablus,NB853,خصم المسجلين المبكرين 10%
Nablus,NB854,2 بسعر 1 للدورات القصيرة
Nablus,NB855,لقاء مجاني لبرنامج من اختيارك
Nablus,NB856,خصم 5%
Nablus,NB857,خصم 8%
Nablus,NB858,لقاء مجاني لبرنامج من اختيارك
Nablus,NB859,هدية فورية
Nablus,NB860,خصم المسجلين المبكرين 10%
Nablus,NB861,لقاء مجاني لبرنامج من اختيارك
Nablus,NB862,خصم الأصحاب
Nablus,NB863,خصم 8%
Nablus,NB864,خصم المسجلين المبكرين 10%
Nablus,NB865,دورة مهارات الحاسوب
Nablus,NB866,خدمة تجميل
Nablus,NB868,خصم المسجلين المبكرين 10%
Nablus,NB869,2 بسعر 1 للدورات القصيرة
Nablus,NB870,خصم المسجلين المبكرين 10%
Nablus,NB871,دورة لغة انجليزية
Nablus,NB872,خصم 8%
Nablus,NB873,لقاء مجاني لبرنامج من اختيارك
Nablus,NB874,خصم 8%
Nablus,NB875,2 بسعر 1 للدورات القصيرة
Nablus,NB876,خصم الأصحاب
Nablus,NB877,لقاء مجاني لبرنامج من اختيارك
Nablus,NB881,2 بسعر 1 للدورات القصيرة
Nablus,NB882,2 بسعر 1 للدورات القصيرة
Nablus,NB883,2 بسعر 1 للدورات القصيرة
Nablus,NB884,خصم الأصحاب
Nablus,NB885,خصم 8%
Nablus,NB886,لقاء مجاني لبرنامج من اختيارك
Nablus,NB887,هدية فورية
Nablus,NB888,خدمة تجميل
Nablus,NB889,جلسة تصوير
Nablus,NB890,جلسة تصوير
Nablus,NB891,جلسة تصوير
Nablus,NB892,خصم 5%
Nablus,NB893,دورة مهارات الحاسوب
Nablus,NB895,جلسة تصوير
Nablus,NB896,2 بسعر 1 للدورات القصيرة
Nablus,NB897,لقاء مجاني لبرنامج من اختيارك
Nablus,NB898,لقاء مجاني لبرنامج من اختيارك
Nablus,NB899,خصم 8%
Nablus,NB900,خصم 5%
Nablus,NB901,هدية فورية
Nablus,NB902,خدمة تجميل
Nablus,NB904,خصم 8%
Nablus,NB905,خصم 5%
Nablus,NB906,لقاء مجاني لبرنامج من اختيارك
Nablus,NB907,دورة مهارات الحاسوب
Nablus,NB909,خصم الأصحاب
Nablus,NB910,دورة لغة انجليزية
Nablus,NB911,2 بسعر 1 للدورات القصيرة
Nablus,NB913,خصم المسجلين المبكرين 10%
Nablus,NB914,خصم 5%
Nablus,NB915,خدمة تجميل
Nablus,NB916,خصم 5%
Nablus,NB917,خصم الأصحاب
Nablus,NB918,خصم المسجلين المبكرين 10%
Nablus,NB919,خصم 5%
Nablus,NB920,خصم المسجلين المبكرين 10%
Nablus,NB921,سحب على الجائزة الكبرى
Nablus,NB922,دورة مهارات الحاسوب
Nablus,NB923,خصم 8%
Nablus,NB924,لقاء مجاني لبرنامج من اختيارك
Nablus,NB925,خصم الأصحاب
Nablus,NB926,2 بسعر 1 للدورات القصيرة
Nablus,NB927,جلسة تصوير
Nablus,NB928,خدمة تجميل
Nablus,NB929,دورة مهارات الحاسوب
Nablus,NB930,هدية فورية
Nablus,NB931,هدية فورية
Nablus,NB932,خصم 8%
Nablus,NB933,دورة مهارات الحاسوب
Nablus,NB934,لقاء مجاني لبرنامج من اختيارك
Nablus,NB935,خدمة تجميل
Nablus,NB937,لقاء مجاني لبرنامج من اختيارك
Nablus,NB938,سحب على الجائزة الكبرى
Nablus,NB939,خصم 5%
Nablus,NB940,خصم الأصحاب
Nablus,NB941,دورة مهارات الحاسوب
Nablus,NB942,هدية فورية
Nablus,NB943,خصم 5%
Nablus,NB945,سحب على الجائزة الكبرى
Nablus,NB946,خصم المسجلين المبكرين 10%
Nablus,NB947,دورة مهارات الحاسوب
Nablus,NB949,2 بسعر 1 للدورات القصيرة
Nablus,NB950,لقاء مجاني لبرنامج من اختيارك
Nablus,NB952,لقاء مجاني لبرنامج من اختيارك
Nablus,NB953,لقاء مجاني لبرنامج من اختيارك
Nablus,NB954,سحب على الجائزة الكبرى
Nablus,NB956,لقاء مجاني لبرنامج من اختيارك
Nablus,NB958,جلسة تصوير
Nablus,NB959,خصم المسجلين المبكرين 10%
Nablus,NB960,خصم الأصحاب
Nablus,NB961,خصم 8%
Nablus,NB963,دورة لغة انجليزية
Nablus,NB964,دورة لغة انجليزية
Nablus,NB966,خصم الأصحاب
Nablus,NB967,خصم 8%
Nablus,NB968,خصم الأصحاب
Nablus,NB969,خصم 8%
Nablus,NB970,خصم المسجلين المبكرين 10%
Nablus,NB972,دورة لغة انجليزية
Nablus,NB973,خصم الأصحاب
Nablus,NB974,خصم 8%
Nablus,NB975,2 بسعر 1 للدورات القصيرة
Nablus,NB976,لقاء مجاني لبرنامج من اختيارك
Nablus,NB977,خصم الأصحاب
Nablus,NB978,خصم 5%
Nablus,NB979,خصم الأصحاب
Nablus,NB980,هدية فورية
Nablus,NB981,خصم المسجلين المبكرين 10%
Nablus,NB982,دورة لغة انجليزية
Nablus,NB983,خصم 8%
Nablus,NB984,2 بسعر 1 للدورات القصيرة
Nablus,NB985,جلسة تصوير
Nablus,NB986,لقاء مجاني لبرنامج من اختيارك
Nablus,NB987,خصم 8%
Nablus,NB988,دورة مهارات الحاسوب
Nablus,NB989,سحب على الجائزة الكبرى
Nablus,NB990,سحب على الجائزة الكبرى
Nablus,NB991,خصم 5%
Nablus,NB992,خصم المسجلين المبكرين 10%
Nablus,NB993,خصم المسجلين المبكرين 10%
Nablus,NB995,خصم 5%
Nablus,NB996,سحب على الجائزة الكبرى
Nablus,NB998,خصم 8%
Nablus,NB999,خصم المسجلين المبكرين 10%
Ramallah,RM001,جلسة تصوير
Ramallah,RM002,هدية فورية
Ramallah,RM003,خصم المسجلين المبكرين 10%
Ramallah,RM004,خصم الأصحاب
Ramallah,RM008,خصم المسجلين المبكرين 10%
Ramallah,RM010,لقاء مجاني لبرنامج من اختيارك
Ramallah,RM011,هدية فورية
Ramallah,RM013,جلسة تصوير
Ramallah,RM014,خصم المسجلين المبكرين 10%
Ramallah,RM016,خصم المسجلين المبكرين 10%
Ramallah,RM017,خصم المسجلين المبكرين 10%
Ramallah,RM018,خصم المسجلين المبكرين 10%
Ramallah,RM021,خصم 5%
Ramallah,RM022,خصم 8%
Ramallah,RM023,خدمة تجميل
Ramallah,RM024,لقاء مجاني لبرنامج من اختيارك
Ramallah,RM026,2 بسعر 1 للدورات القصيرة
Ramallah,RM030,خصم المسجلين المبكرين 10%
Ramallah,RM032,خصم الأصحاب
Ramallah,RM038,لقاء مجاني لبرنامج من اختيارك
Ramallah,RM039,خصم الأصحاب
Ramallah,RM040,خصم المسجلين المبكرين 10%
Ramallah,RM041,خصم الأصحاب
Ramallah,RM044,خصم 5%
Ramallah,RM046,خصم الأصحاب
Ramallah,RM047,خصم الأصحاب
Ramallah,RM048,خصم 5%
Ramallah,RM052,جلسة تصوير
Ramallah,RM054,خصم المسجلين المبكرين 10%
Ramallah,RM057,2 بسعر 1 للدورات القصيرة
Ramallah,RM058,دورة مهارات الحاسوب
Ramallah,RM061,2 بسعر 1 للدورات القصيرة
Ramallah,RM063,دورة لغة انجليزية
Ramallah,RM068,خصم الأصحاب
Ramallah,RM069,خصم 5%
Ramallah,RM070,خصم 8%
Ramallah,RM071,2 بسعر 1 للدورات القصيرة
Ramallah,RM072,هدية فورية
Ramallah,RM073,جلسة تصوير
Ramallah,RM074,خصم المسجلين المبكرين 10%
Ramallah,RM087,لقاء مجاني لبرنامج من اختيارك
Ramallah,RM088,خصم المسجلين المبكرين 10%
Ramallah,RM089,2 بسعر 1 للدورات القصيرة
Ramallah,RM090,دورة مهارات الحاسوب
Ramallah,RM092,خدمة تجميل
Ramallah,RM097,خصم 8%
Ramallah,RM099,سحب على الجائزة الكبرى
Ramallah,RM100,2 بسعر 1 للدورات القصيرة
Ramallah,RM102,2 بسعر 1 للدورات القصيرة
Ramallah,RM106,2 بسعر 1 للدورات القصيرة
Ramallah,RM107,خصم المسجلين المبكرين 10%
Ramallah,RM111,خصم 5%
Ramallah,RM114,خصم 8%
Ramallah,RM115,هدية فورية
Ramallah,RM116,خصم المسجلين المبكرين 10%
Ramallah,RM118,جلسة تصوير
Ramallah,RM119,2 بسعر 1 للدورات القصيرة
Ramallah,RM125,هدية فورية
Ramallah,RM129,دورة لغة انجليزية
Ramallah,RM131,هدية فورية
Ramallah,RM132,خصم المسجلين المبكرين 10%
Ramallah,RM133,لقاء مجاني لبرنامج من اختيارك
Ramallah,RM134,خصم 8%
Ramallah,RM136,خصم المسجلين المبكرين 10%
Ramallah,RM138,خدمة تجميل
Ramallah,RM140,خصم 5%
Ramallah,RM141,2 بسعر 1 للدورات القصيرة
Ramallah,RM142,خصم الأصحاب
Ramallah,RM144,دورة لغة انجليزية
